strategy,seed,k,chosen,worst_k200,mean_k200,oracle_threshold_met,protected,elapsed
mlp_hybrid,0,24,,0.7339740991592407,0.5412233471870422,False,"[""forecast_load_mw_latest_available"", ""system_energy_price_da"", ""forecast_load_mw_day_ahead"", ""gen_fuel_gas_mw"", ""gen_fuel_nuclear_pct"", ""gen_fuel_coal_mw"", ""da_as_mcp_synchronized_reserve"", ""gen_fuel_oil_mw"", ""gen_fuel_oil_pct"", ""da_as_nsr_mw_primary_reserve"", ""gross_inadv_interchange_mw"", ""da_as_mcp_primary_reserve"", ""marginal_loss_price_rt"", ""total_lmp_rt"", ""gen_fuel_nuclear_mw"", ""da_as_as_req_mw_synchronized_reserve"", ""da_as_as_req_mw_primary_reserve"", ""da_as_as_req_mw_thirty_minutes_reserve"", ""gen_fuel_other_renewables_pct"", ""gen_fuel_coal_pct"", ""gen_fuel_hydro_mw"", ""gen_fuel_wind_mw"", ""gen_fuel_multiple_fuels_mw"", ""gen_fuel_solar_mw""]",1.7344202995300293
mlp_hybrid,0,25,gross_sched_interchange_mw,0.7021819949150085,0.4994477927684784,False,"[""forecast_load_mw_latest_available"", ""system_energy_price_da"", ""forecast_load_mw_day_ahead"", ""gen_fuel_gas_mw"", ""gen_fuel_nuclear_pct"", ""gen_fuel_coal_mw"", ""da_as_mcp_synchronized_reserve"", ""gen_fuel_oil_mw"", ""gen_fuel_oil_pct"", ""da_as_nsr_mw_primary_reserve"", ""gross_inadv_interchange_mw"", ""da_as_mcp_primary_reserve"", ""marginal_loss_price_rt"", ""total_lmp_rt"", ""gen_fuel_nuclear_mw"", ""da_as_as_req_mw_synchronized_reserve"", ""da_as_as_req_mw_primary_reserve"", ""da_as_as_req_mw_thirty_minutes_reserve"", ""gen_fuel_other_renewables_pct"", ""gen_fuel_coal_pct"", ""gen_fuel_hydro_mw"", ""gen_fuel_wind_mw"", ""gen_fuel_multiple_fuels_mw"", ""gen_fuel_solar_mw"", ""gross_sched_interchange_mw""]",4.69818902015686
mlp_hybrid,0,26,gen_fuel_hydro_pct,0.6487329006195068,0.4599876403808594,False,"[""forecast_load_mw_latest_available"", ""system_energy_price_da"", ""forecast_load_mw_day_ahead"", ""gen_fuel_gas_mw"", ""gen_fuel_nuclear_pct"", ""gen_fuel_coal_mw"", ""da_as_mcp_synchronized_reserve"", ""gen_fuel_oil_mw"", ""gen_fuel_oil_pct"", ""da_as_nsr_mw_primary_reserve"", ""gross_inadv_interchange_mw"", ""da_as_mcp_primary_reserve"", ""marginal_loss_price_rt"", ""total_lmp_rt"", ""gen_fuel_nuclear_mw"", ""da_as_as_req_mw_synchronized_reserve"", ""da_as_as_req_mw_primary_reserve"", ""da_as_as_req_mw_thirty_minutes_reserve"", ""gen_fuel_other_renewables_pct"", ""gen_fuel_coal_pct"", ""gen_fuel_hydro_mw"", ""gen_fuel_wind_mw"", ""gen_fuel_multiple_fuels_mw"", ""gen_fuel_solar_mw"", ""gross_sched_interchange_mw"", ""gen_fuel_hydro_pct""]",7.307770490646362
mlp_hybrid,0,27,gen_fuel_gas_pct,0.5743464231491089,0.4157823324203491,False,"[""forecast_load_mw_latest_available"", ""system_energy_price_da"", ""forecast_load_mw_day_ahead"", ""gen_fuel_gas_mw"", ""gen_fuel_nuclear_pct"", ""gen_fuel_coal_mw"", ""da_as_mcp_synchronized_reserve"", ""gen_fuel_oil_mw"", ""gen_fuel_oil_pct"", ""da_as_nsr_mw_primary_reserve"", ""gross_inadv_interchange_mw"", ""da_as_mcp_primary_reserve"", ""marginal_loss_price_rt"", ""total_lmp_rt"", ""gen_fuel_nuclear_mw"", ""da_as_as_req_mw_synchronized_reserve"", ""da_as_as_req_mw_primary_reserve"", ""da_as_as_req_mw_thirty_minutes_reserve"", ""gen_fuel_other_renewables_pct"", ""gen_fuel_coal_pct"", ""gen_fuel_hydro_mw"", ""gen_fuel_wind_mw"", ""gen_fuel_multiple_fuels_mw"", ""gen_fuel_solar_mw"", ""gross_sched_interchange_mw"", ""gen_fuel_hydro_pct"", ""gen_fuel_gas_pct""]",9.597201108932495
mlp_hybrid,0,28,gen_fuel_multiple_fuels_pct,0.5303112268447876,0.3720237910747528,False,"[""forecast_load_mw_latest_available"", ""system_energy_price_da"", ""forecast_load_mw_day_ahead"", ""gen_fuel_gas_mw"", ""gen_fuel_nuclear_pct"", ""gen_fuel_coal_mw"", ""da_as_mcp_synchronized_reserve"", ""gen_fuel_oil_mw"", ""gen_fuel_oil_pct"", ""da_as_nsr_mw_primary_reserve"", ""gross_inadv_interchange_mw"", ""da_as_mcp_primary_reserve"", ""marginal_loss_price_rt"", ""total_lmp_rt"", ""gen_fuel_nuclear_mw"", ""da_as_as_req_mw_synchronized_reserve"", ""da_as_as_req_mw_primary_reserve"", ""da_as_as_req_mw_thirty_minutes_reserve"", ""gen_fuel_other_renewables_pct"", ""gen_fuel_coal_pct"", ""gen_fuel_hydro_mw"", ""gen_fuel_wind_mw"", ""gen_fuel_multiple_fuels_mw"", ""gen_fuel_solar_mw"", ""gross_sched_interchange_mw"", ""gen_fuel_hydro_pct"", ""gen_fuel_gas_pct"", ""gen_fuel_multiple_fuels_pct""]",11.712559223175049
mlp_hybrid,0,29,gen_fuel_other_renewables_mw,0.48050087690353394,0.32127460837364197,True,"[""forecast_load_mw_latest_available"", ""system_energy_price_da"", ""forecast_load_mw_day_ahead"", ""gen_fuel_gas_mw"", ""gen_fuel_nuclear_pct"", ""gen_fuel_coal_mw"", ""da_as_mcp_synchronized_reserve"", ""gen_fuel_oil_mw"", ""gen_fuel_oil_pct"", ""da_as_nsr_mw_primary_reserve"", ""gross_inadv_interchange_mw"", ""da_as_mcp_primary_reserve"", ""marginal_loss_price_rt"", ""total_lmp_rt"", ""gen_fuel_nuclear_mw"", ""da_as_as_req_mw_synchronized_reserve"", ""da_as_as_req_mw_primary_reserve"", ""da_as_as_req_mw_thirty_minutes_reserve"", ""gen_fuel_other_renewables_pct"", ""gen_fuel_coal_pct"", ""gen_fuel_hydro_mw"", ""gen_fuel_wind_mw"", ""gen_fuel_multiple_fuels_mw"", ""gen_fuel_solar_mw"", ""gross_sched_interchange_mw"", ""gen_fuel_hydro_pct"", ""gen_fuel_gas_pct"", ""gen_fuel_multiple_fuels_pct"", ""gen_fuel_other_renewables_mw""]",13.737423181533813
mlp_hybrid,0,30,gen_fuel_wind_pct,0.3994651436805725,0.27808138728141785,True,"[""forecast_load_mw_latest_available"", ""system_energy_price_da"", ""forecast_load_mw_day_ahead"", ""gen_fuel_gas_mw"", ""gen_fuel_nuclear_pct"", ""gen_fuel_coal_mw"", ""da_as_mcp_synchronized_reserve"", ""gen_fuel_oil_mw"", ""gen_fuel_oil_pct"", ""da_as_nsr_mw_primary_reserve"", ""gross_inadv_interchange_mw"", ""da_as_mcp_primary_reserve"", ""marginal_loss_price_rt"", ""total_lmp_rt"", ""gen_fuel_nuclear_mw"", ""da_as_as_req_mw_synchronized_reserve"", ""da_as_as_req_mw_primary_reserve"", ""da_as_as_req_mw_thirty_minutes_reserve"", ""gen_fuel_other_renewables_pct"", ""gen_fuel_coal_pct"", ""gen_fuel_hydro_mw"", ""gen_fuel_wind_mw"", ""gen_fuel_multiple_fuels_mw"", ""gen_fuel_solar_mw"", ""gross_sched_interchange_mw"", ""gen_fuel_hydro_pct"", ""gen_fuel_gas_pct"", ""gen_fuel_multiple_fuels_pct"", ""gen_fuel_other_renewables_mw"", ""gen_fuel_wind_pct""]",15.652021646499634
mlp_direct,0,0,,0.9856312870979309,0.8663415908813477,False,[],0.38816261291503906
mlp_direct,0,1,gen_fuel_nuclear_mw,0.9830878376960754,0.8641207814216614,False,"[""gen_fuel_nuclear_mw""]",5.269756555557251
mlp_direct,0,2,gen_fuel_gas_mw,0.9828901290893555,0.8634056448936462,False,"[""gen_fuel_nuclear_mw"", ""gen_fuel_gas_mw""]",9.993680238723755
