order,trial,S,r2_inject,syn_inject,rand_median,rand_p99,percentile,rank,n_rand
5,0,"(np.int64(16), np.int64(24), np.int64(25), np.int64(30), np.int64(41))",0.2,-0.011379538998996463,0.0,0.0,0.0,401,400
5,0,"(np.int64(16), np.int64(24), np.int64(25), np.int64(30), np.int64(41))",0.35,0.021043106958196223,0.0,0.000606123256238203,100.0,1,400
5,1,"(np.int64(3), np.int64(11), np.int64(17), np.int64(25), np.int64(36))",0.2,0.0184220983045823,-0.003010899349414342,0.006551474653938904,100.0,1,400
5,1,"(np.int64(3), np.int64(11), np.int64(17), np.int64(25), np.int64(36))",0.35,0.06211413951061595,-0.003094003003886847,0.005859989689992537,100.0,1,400
5,2,"(np.int64(12), np.int64(17), np.int64(20), np.int64(25), np.int64(32))",0.2,0.036373253009468365,-0.0021086872081925723,0.007531217829798155,100.0,1,400
5,2,"(np.int64(12), np.int64(17), np.int64(20), np.int64(25), np.int64(32))",0.35,0.11802356434556682,-0.006578776018622723,0.012222820598805896,100.0,1,400
5,3,"(np.int64(11), np.int64(17), np.int64(27), np.int64(35), np.int64(42))",0.2,0.019494301751620924,0.0,0.004179310641061286,100.0,1,400
5,3,"(np.int64(11), np.int64(17), np.int64(27), np.int64(35), np.int64(42))",0.35,0.06096978414612364,-0.0030734372915339203,0.008033995078622645,100.0,1,400
5,4,"(np.int64(12), np.int64(21), np.int64(28), np.int64(34), np.int64(43))",0.2,0.004034005989933975,-0.00024621483040343506,0.0019881245221370094,99.75,2,400
5,4,"(np.int64(12), np.int64(21), np.int64(28), np.int64(34), np.int64(43))",0.35,0.015922886924881086,-0.0006458885462314323,0.002934899859425697,100.0,1,400
5,5,"(np.int64(12), np.int64(15), np.int64(22), np.int64(32), np.int64(41))",0.2,0.02182987605864073,0.0,0.00043269302326433165,100.0,1,400
5,5,"(np.int64(12), np.int64(15), np.int64(22), np.int64(32), np.int64(41))",0.35,0.06696965970852153,0.0,0.0018120619691553098,100.0,1,400
6,0,"(np.int64(6), np.int64(11), np.int64(20), np.int64(30), np.int64(34), np.int64(37))",0.2,-0.005997716902400585,0.0,0.001766674071183576,12.75,350,400
6,0,"(np.int64(6), np.int64(11), np.int64(20), np.int64(30), np.int64(34), np.int64(37))",0.35,-0.00656810053589052,-0.004230854932473493,0.00626017856559218,35.5,259,400
6,1,"(np.int64(11), np.int64(16), np.int64(30), np.int64(33), np.int64(37), np.int64(42))",0.2,0.013083343510951195,-0.0026165401252372655,0.0022624725374002694,100.0,1,400
6,1,"(np.int64(11), np.int64(16), np.int64(30), np.int64(33), np.int64(37), np.int64(42))",0.35,0.01845962035526172,-0.0034819228080106845,0.0033432315031061573,100.0,1,400
6,2,"(np.int64(2), np.int64(6), np.int64(13), np.int64(26), np.int64(33), np.int64(35))",0.2,-0.008267248706738783,-0.0024558786052552573,0.004502121086648189,12.5,351,400
6,2,"(np.int64(2), np.int64(6), np.int64(13), np.int64(26), np.int64(33), np.int64(35))",0.35,0.006349197614725743,-0.005235284424388198,0.00954427513405406,97.75,10,400
6,3,"(np.int64(0), np.int64(11), np.int64(22), np.int64(32), np.int64(36), np.int64(40))",0.2,-0.0030940045521253845,-0.0021716693119036568,0.0033603521700723677,40.0,241,400
6,3,"(np.int64(0), np.int64(11), np.int64(22), np.int64(32), np.int64(36), np.int64(40))",0.35,-0.006383712309249057,-0.0022993040288865063,0.005962329850882619,28.749999999999996,286,400
6,4,"(np.int64(4), np.int64(6), np.int64(16), np.int64(33), np.int64(35), np.int64(39))",0.2,-0.0020855723060788645,-0.004676225402528544,0.007314069413917871,70.0,121,400
6,4,"(np.int64(4), np.int64(6), np.int64(16), np.int64(33), np.int64(35), np.int64(39))",0.35,0.031592948341838345,-0.00883194163905282,0.008811278169920262,100.0,1,400
6,5,"(np.int64(0), np.int64(3), np.int64(21), np.int64(22), np.int64(32), np.int64(34))",0.2,-0.00666017777489436,-0.0002969607888808623,0.0026962685312695443,9.5,363,400
