order,trial,S,r2_inject,syn_inject,rand_median,rand_p99,percentile,rank,n_rand
5,0,"(np.int64(16), np.int64(24), np.int64(25), np.int64(30), np.int64(41))",0.2,0.039805216012025135,0.0,0.0,100.0,1,400
5,0,"(np.int64(16), np.int64(24), np.int64(25), np.int64(30), np.int64(41))",0.35,0.003573963585742135,0.0,6.564995368779216e-07,100.0,1,400
5,1,"(np.int64(3), np.int64(11), np.int64(17), np.int64(25), np.int64(36))",0.2,0.02072076172530224,-0.002692302610440067,0.006517284832577969,100.0,1,400
5,1,"(np.int64(3), np.int64(11), np.int64(17), np.int64(25), np.int64(36))",0.35,0.01828907677781344,-0.0032757227942512013,0.005009164421293479,100.0,1,400
5,2,"(np.int64(12), np.int64(17), np.int64(20), np.int64(25), np.int64(32))",0.2,0.07185365367959828,-0.0024686867322931128,0.005831352142868929,100.0,1,400
5,2,"(np.int64(12), np.int64(17), np.int64(20), np.int64(25), np.int64(32))",0.35,0.09201857518544998,-0.005949325517004833,0.01140708458841972,100.0,1,400
5,3,"(np.int64(11), np.int64(17), np.int64(27), np.int64(35), np.int64(42))",0.2,0.036751843406733764,0.0,0.004562721594745765,100.0,1,400
5,3,"(np.int64(11), np.int64(17), np.int64(27), np.int64(35), np.int64(42))",0.35,0.02592910966334505,-0.0024129265976333136,0.009467357329101435,100.0,1,400
5,4,"(np.int64(12), np.int64(21), np.int64(28), np.int64(34), np.int64(43))",0.2,0.0009796859543593772,0.0,0.0016872620220328798,97.0,13,400
5,4,"(np.int64(12), np.int64(21), np.int64(28), np.int64(34), np.int64(43))",0.35,0.00479406122746584,-0.0002713523967643461,0.0020258333863178973,99.5,3,400
5,5,"(np.int64(12), np.int64(15), np.int64(22), np.int64(32), np.int64(41))",0.2,0.011376681561819701,0.0,0.0008145028062514069,100.0,1,400
5,5,"(np.int64(12), np.int64(15), np.int64(22), np.int64(32), np.int64(41))",0.35,0.03954088232404873,0.0,7.6023430084002055e-06,100.0,1,400
5,6,"(np.int64(1), np.int64(3), np.int64(32), np.int64(36), np.int64(41))",0.2,-0.0061313127376401155,0.0,0.0021607692149793294,5.5,379,400
5,6,"(np.int64(1), np.int64(3), np.int64(32), np.int64(36), np.int64(41))",0.35,-0.015402598838293535,0.0,0.002179511313954285,2.25,392,400
5,7,"(np.int64(9), np.int64(16), np.int64(23), np.int64(26), np.int64(36))",0.2,0.02015848417310473,0.0,0.002387424994478209,100.0,1,400
5,7,"(np.int64(9), np.int64(16), np.int64(23), np.int64(26), np.int64(36))",0.35,0.0304491327119093,-0.00432456205041698,0.00774914274172884,100.0,1,400
5,8,"(np.int64(18), np.int64(19), np.int64(28), np.int64(37), np.int64(42))",0.2,0.017019326915648558,-0.0017167850860885236,0.0020060418711963486,100.0,1,400
5,8,"(np.int64(18), np.int64(19), np.int64(28), np.int64(37), np.int64(42))",0.35,0.03802817256120994,-0.002074200403969828,0.0028691338056290585,100.0,1,400
5,9,"(np.int64(15), np.int64(25), np.int64(35), np.int64(42), np.int64(43))",0.2,0.020734919477643055,-0.0012750948184533928,0.00259688658786709,100.0,1,400
5,9,"(np.int64(15), np.int64(25), np.int64(35), np.int64(42), np.int64(43))",0.35,0.01590755237046726,-0.003351603535681147,0.004703484084700639,100.0,1,400
5,10,"(np.int64(2), np.int64(10), np.int64(26), np.int64(27), np.int64(42))",0.2,-0.010760874464379122,-0.004354859589208948,0.01587826383687014,19.0,325,400
5,10,"(np.int64(2), np.int64(10), np.int64(26), np.int64(27), np.int64(42))",0.35,-0.021225066047221963,-0.005840389781563038,0.01770415625832908,9.75,362,400
5,11,"(np.int64(5), np.int64(16), np.int64(17), np.int64(22), np.int64(25))",0.2,0.03154172653689602,-0.001196803262229429,0.0023148738147156585,100.0,1,400
5,11,"(np.int64(5), np.int64(16), np.int64(17), np.int64(22), np.int64(25))",0.35,-0.00575293285094125,-0.0023147246264231813,0.008127705597352066,26.25,296,400
5,12,"(np.int64(7), np.int64(8), np.int64(21), np.int64(28), np.int64(35))",0.2,0.0028568970328319843,0.0,0.0014052251948843393,99.5,3,400
5,12,"(np.int64(7), np.int64(8), np.int64(21), np.int64(28), np.int64(35))",0.35,0.01882938128601719,0.0,0.0023838402212089578,100.0,1,400
5,13,"(np.int64(8), np.int64(10), np.int64(28), np.int64(41), np.int64(42))",0.2,0.012479779622651344,-0.0005253390553270898,0.0017328402914008187,100.0,1,400
5,13,"(np.int64(8), np.int64(10), np.int64(28), np.int64(41), np.int64(42))",0.35,0.04335830549514663,-0.0008872876158471099,0.0030237455705164756,100.0,1,400
5,14,"(np.int64(15), np.int64(18), np.int64(25), np.int64(29), np.int64(33))",0.2,0.048410381970346084,-0.003832073654818635,0.003857095837863193,100.0,1,400
5,14,"(np.int64(15), np.int64(18), np.int64(25), np.int64(29), np.int64(33))",0.35,0.08439441182637819,-0.004879250165821192,0.007336822295983554,100.0,1,400
5,15,"(np.int64(2), np.int64(15), np.int64(18), np.int64(33), np.int64(36))",0.2,0.05933995088952537,-0.004999631544127969,0.00602354795382723,100.0,1,400
5,15,"(np.int64(2), np.int64(15), np.int64(18), np.int64(33), np.int64(36))",0.35,0.13405466183359172,-0.0057007648619888385,0.015499260137972818,100.0,1,400
5,16,"(np.int64(9), np.int64(25), np.int64(38), np.int64(41), np.int64(43))",0.2,-0.0034283127731529195,0.0,0.00029949049293550775,3.0,389,400
5,16,"(np.int64(9), np.int64(25), np.int64(38), np.int64(41), np.int64(43))",0.35,0.006779715401818209,-0.0005281091597543752,0.001567755379207321,99.75,2,400
5,17,"(np.int64(2), np.int64(4), np.int64(17), np.int64(37), np.int64(39))",0.2,-0.004722276641279555,-0.003153692150585863,0.004229810599398881,34.5,263,400
5,17,"(np.int64(2), np.int64(4), np.int64(17), np.int64(37), np.int64(39))",0.35,0.024319016965286266,-0.003908454163628505,0.007934814434572363,100.0,1,400
5,18,"(np.int64(3), np.int64(21), np.int64(36), np.int64(37), np.int64(42))",0.2,7.129968298469347e-05,-5.958816340112527e-05,0.0009218320752877809,95.75,18,400
5,18,"(np.int64(3), np.int64(21), np.int64(36), np.int64(37), np.int64(42))",0.35,-0.011916105062514837,-0.0005059903978656966,0.0029797444594994674,0.5,399,400
5,19,"(np.int64(1), np.int64(2), np.int64(3), np.int64(31), np.int64(35))",0.2,0.003615857957872337,-0.0039003281353569563,0.00584240852018635,95.5,19,400
5,19,"(np.int64(1), np.int64(2), np.int64(3), np.int64(31), np.int64(35))",0.35,0.013990587406315202,-0.006737094875130412,0.017242939530857326,98.75,6,400
5,20,"(np.int64(4), np.int64(11), np.int64(16), np.int64(37), np.int64(43))",0.2,0.04391622805484252,-0.0023959904024705714,0.0032116876056105907,100.0,1,400
5,20,"(np.int64(4), np.int64(11), np.int64(16), np.int64(37), np.int64(43))",0.35,0.043128007010769354,-0.003474172106023077,0.008091970969436575,100.0,1,400
5,21,"(np.int64(7), np.int64(11), np.int64(23), np.int64(32), np.int64(43))",0.2,0.007512582647823174,0.0,0.0020197700954640986,100.0,1,400
5,21,"(np.int64(7), np.int64(11), np.int64(23), np.int64(32), np.int64(43))",0.35,0.04586970813718538,-0.004244675448422275,0.007361112967926424,100.0,1,400
5,22,"(np.int64(6), np.int64(12), np.int64(17), np.int64(21), np.int64(41))",0.2,0.008880090675849606,0.0,0.001112682270699583,100.0,1,400
5,22,"(np.int64(6), np.int64(12), np.int64(17), np.int64(21), np.int64(41))",0.35,0.014028964956794288,0.0,0.0008051198429139033,100.0,1,400
5,23,"(np.int64(6), np.int64(10), np.int64(22), np.int64(29), np.int64(36))",0.2,0.03363558453784943,0.0,0.0025248207249907208,100.0,1,400
5,23,"(np.int64(6), np.int64(10), np.int64(22), np.int64(29), np.int64(36))",0.35,0.06674683654443236,-0.0021969331213281262,0.004212907820149814,100.0,1,400
6,0,"(np.int64(6), np.int64(11), np.int64(20), np.int64(30), np.int64(34), np.int64(37))",0.2,-0.033751797004795026,0.0,0.0005916855289048122,0.0,401,400
6,0,"(np.int64(6), np.int64(11), np.int64(20), np.int64(30), np.int64(34), np.int64(37))",0.35,-0.03391555670815416,-0.0054958895100414296,0.003384294060202079,0.25,400,400
6,1,"(np.int64(11), np.int64(16), np.int64(30), np.int64(33), np.int64(37), np.int64(42))",0.2,-0.01826441823297631,-0.0027901588213510853,0.0018122870593520269,0.5,399,400
6,1,"(np.int64(11), np.int64(16), np.int64(30), np.int64(33), np.int64(37), np.int64(42))",0.35,-0.034375787687328074,-0.003185442156401097,0.0030418072156900198,0.25,400,400
6,2,"(np.int64(2), np.int64(6), np.int64(13), np.int64(26), np.int64(33), np.int64(35))",0.2,-0.012285773585764326,-0.0021557997734610312,0.004683811204198205,3.5000000000000004,387,400
6,2,"(np.int64(2), np.int64(6), np.int64(13), np.int64(26), np.int64(33), np.int64(35))",0.35,0.07007934004088257,-0.005585041182781358,0.009652260801626053,100.0,1,400
6,3,"(np.int64(0), np.int64(11), np.int64(22), np.int64(32), np.int64(36), np.int64(40))",0.2,-0.01100812080117275,-0.002036340102458234,0.0033846535226198372,4.75,382,400
6,3,"(np.int64(0), np.int64(11), np.int64(22), np.int64(32), np.int64(36), np.int64(40))",0.35,-0.02507078629060433,-0.0021974100732018442,0.0060196947974089626,3.75,386,400
6,4,"(np.int64(4), np.int64(6), np.int64(16), np.int64(33), np.int64(35), np.int64(39))",0.2,-0.04009953027210633,-0.0046572357797796116,0.0058391740972563114,0.0,401,400
