order,trial,S,seed,r2_inject,v_set,v_maxsub,syn_true,recovered,impurity,pure,mono_violation,corr_max,kurtosis,single_field_r2
5,1,"(np.int64(5), np.int64(16), np.int64(17), np.int64(22), np.int64(25))",0,0.1,0.05773920245576514,0.03927306330778946,0.01846613914797568,0.1846613914797568,0.393,False,False,0.487,6.2,0.0319
5,1,"(np.int64(5), np.int64(16), np.int64(17), np.int64(22), np.int64(25))",0,0.2,0.17380938600618978,0.12795857380055198,0.0458508122056378,0.22925406102818902,0.64,False,False,0.487,6.2,0.0319
5,1,"(np.int64(5), np.int64(16), np.int64(17), np.int64(22), np.int64(25))",0,0.35,0.3129489880323564,0.24930404234544778,0.0636449456869086,0.181842701962596,0.712,False,False,0.487,6.2,0.0319
6,2,"(np.int64(1), np.int64(12), np.int64(22), np.int64(25), np.int64(26), np.int64(40))",0,0.1,0.04458468228940926,0.02612420539690441,0.01846047689250485,0.1846047689250485,0.261,True,False,0.327,25.1,0.0267
6,2,"(np.int64(1), np.int64(12), np.int64(22), np.int64(25), np.int64(26), np.int64(40))",0,0.2,0.11562424073780142,0.08774681816870988,0.027877422569091537,0.13938711284545768,0.439,False,False,0.327,25.1,0.0267
6,2,"(np.int64(1), np.int64(12), np.int64(22), np.int64(25), np.int64(26), np.int64(40))",0,0.35,0.2019456401432338,0.1617514204734919,0.040194219669741904,0.11484062762783402,0.462,False,False,0.327,25.1,0.0267
