order,trial,S,r2_inject,syn_inject,rand_median,rand_p99,percentile,rank,n_rand
5,0,"(np.int64(16), np.int64(24), np.int64(25), np.int64(30), np.int64(41))",0.2,0.06519447094129438,0.0,0.0,100.0,1,400
5,0,"(np.int64(16), np.int64(24), np.int64(25), np.int64(30), np.int64(41))",0.35,0.05537608016653128,0.0,0.00023536006122148572,100.0,1,400
5,1,"(np.int64(3), np.int64(11), np.int64(17), np.int64(25), np.int64(36))",0.2,0.005711898848635877,-0.0024974308172260318,0.00570054731716491,99.0,5,400
5,1,"(np.int64(3), np.int64(11), np.int64(17), np.int64(25), np.int64(36))",0.35,0.05747425482757973,-0.0027809864094595627,0.0067545896495189404,100.0,1,400
5,2,"(np.int64(12), np.int64(17), np.int64(20), np.int64(25), np.int64(32))",0.2,0.04707571767701091,-0.0024906048461195707,0.006939991211958388,100.0,1,400
5,2,"(np.int64(12), np.int64(17), np.int64(20), np.int64(25), np.int64(32))",0.35,0.11079503555737391,-0.006003896333266756,0.012604637270406869,100.0,1,400
5,3,"(np.int64(11), np.int64(17), np.int64(27), np.int64(35), np.int64(42))",0.2,0.021243102363452726,0.0,0.004049247180419511,100.0,1,400
5,3,"(np.int64(11), np.int64(17), np.int64(27), np.int64(35), np.int64(42))",0.35,0.01698267578277135,-0.0025424286799959894,0.00666165917911707,99.75,2,400
5,4,"(np.int64(12), np.int64(21), np.int64(28), np.int64(34), np.int64(43))",0.2,0.04307480291243859,0.0,0.0037710082502587683,100.0,1,400
5,4,"(np.int64(12), np.int64(21), np.int64(28), np.int64(34), np.int64(43))",0.35,0.08317562678417412,-0.0006828898239494285,0.0062337547085820795,100.0,1,400
5,5,"(np.int64(12), np.int64(15), np.int64(22), np.int64(32), np.int64(41))",0.2,0.07914026191703727,0.0,0.0011764010634148397,100.0,1,400
5,5,"(np.int64(12), np.int64(15), np.int64(22), np.int64(32), np.int64(41))",0.35,0.13684742693472007,0.0,0.0015428071394888857,100.0,1,400
5,6,"(np.int64(1), np.int64(3), np.int64(32), np.int64(36), np.int64(41))",0.2,0.015984006229478376,0.0,0.0028767391467335525,100.0,1,400
5,6,"(np.int64(1), np.int64(3), np.int64(32), np.int64(36), np.int64(41))",0.35,0.05837453347727872,0.0,0.003320719483628865,100.0,1,400
5,7,"(np.int64(9), np.int64(16), np.int64(23), np.int64(26), np.int64(36))",0.2,0.022643734513480673,0.0,0.001680976641256156,99.75,2,400
5,7,"(np.int64(9), np.int64(16), np.int64(23), np.int64(26), np.int64(36))",0.35,0.03963469139720255,-0.0035609039223334915,0.00643010495643356,100.0,1,400
5,8,"(np.int64(18), np.int64(19), np.int64(28), np.int64(37), np.int64(42))",0.2,0.027075954035810867,-0.0013645725376815743,0.0021310686278338074,100.0,1,400
5,8,"(np.int64(18), np.int64(19), np.int64(28), np.int64(37), np.int64(42))",0.35,0.07686904994249899,-0.0018897774284714064,0.003959827946249726,100.0,1,400
5,9,"(np.int64(15), np.int64(25), np.int64(35), np.int64(42), np.int64(43))",0.2,0.005340617834897365,-0.0011053116572098398,0.002974599805300221,99.75,2,400
5,9,"(np.int64(15), np.int64(25), np.int64(35), np.int64(42), np.int64(43))",0.35,0.07065927121477233,-0.0031053988240365427,0.005159345892417788,100.0,1,400
5,10,"(np.int64(2), np.int64(10), np.int64(26), np.int64(27), np.int64(42))",0.2,0.06559022635790801,-0.004663165072425424,0.009215143449245629,100.0,1,400
5,10,"(np.int64(2), np.int64(10), np.int64(26), np.int64(27), np.int64(42))",0.35,0.07176547375841524,-0.0058809482645523214,0.011596079387979744,100.0,1,400
5,11,"(np.int64(5), np.int64(16), np.int64(17), np.int64(22), np.int64(25))",0.2,0.021460692295504846,-0.0011085067617343514,0.002930460528522405,100.0,1,400
5,11,"(np.int64(5), np.int64(16), np.int64(17), np.int64(22), np.int64(25))",0.35,0.08169214236169531,-0.0023008419938204683,0.008795880434819384,100.0,1,400
5,12,"(np.int64(7), np.int64(8), np.int64(21), np.int64(28), np.int64(35))",0.2,0.025890155616078103,0.0,0.002014980990147003,100.0,1,400
5,12,"(np.int64(7), np.int64(8), np.int64(21), np.int64(28), np.int64(35))",0.35,0.06070007634544772,0.0,0.0029297350216105186,100.0,1,400
5,13,"(np.int64(8), np.int64(10), np.int64(28), np.int64(41), np.int64(42))",0.2,0.015269694437784476,-0.0007701872941044963,0.0010290899798309932,100.0,1,400
5,13,"(np.int64(8), np.int64(10), np.int64(28), np.int64(41), np.int64(42))",0.35,0.10292028320223956,-0.0012327831282170632,0.002176319377184355,100.0,1,400
5,14,"(np.int64(15), np.int64(18), np.int64(25), np.int64(29), np.int64(33))",0.2,0.04238453254241292,-0.004058703102252259,0.004456822594135938,100.0,1,400
5,14,"(np.int64(15), np.int64(18), np.int64(25), np.int64(29), np.int64(33))",0.35,0.0755680835672825,-0.006045758459977291,0.008122572067821115,100.0,1,400
