order,trial,S,r2_inject,syn_inject,rand_median,rand_p99,percentile,rank,n_rand
5,0,"(np.int64(16), np.int64(24), np.int64(25), np.int64(30), np.int64(41))",0.2,0.01772897994279443,0.0,0.0,100.0,1,400
5,0,"(np.int64(16), np.int64(24), np.int64(25), np.int64(30), np.int64(41))",0.35,0.03846061786480681,0.0,0.0,100.0,1,400
5,1,"(np.int64(3), np.int64(11), np.int64(17), np.int64(25), np.int64(36))",0.2,0.002804649506806811,-0.0024934579330034845,0.006853617304201063,97.0,13,400
5,1,"(np.int64(3), np.int64(11), np.int64(17), np.int64(25), np.int64(36))",0.35,0.045276608308726485,-0.003737065154391872,0.006773134860908681,100.0,1,400
5,2,"(np.int64(12), np.int64(17), np.int64(20), np.int64(25), np.int64(32))",0.2,0.03432126279146941,-0.0016610313820371592,0.007189693824050206,100.0,1,400
5,2,"(np.int64(12), np.int64(17), np.int64(20), np.int64(25), np.int64(32))",0.35,0.03286903594837787,-0.006002629295369488,0.012147411338198216,100.0,1,400
5,3,"(np.int64(11), np.int64(17), np.int64(27), np.int64(35), np.int64(42))",0.2,0.013338069254231755,0.0,0.004842989448598285,100.0,1,400
5,3,"(np.int64(11), np.int64(17), np.int64(27), np.int64(35), np.int64(42))",0.35,0.021294674159496374,-0.0023978809813228197,0.008655026564973417,100.0,1,400
5,4,"(np.int64(12), np.int64(21), np.int64(28), np.int64(34), np.int64(43))",0.2,0.019774663727110564,-1.1573198543946006e-06,0.0019289634074196966,100.0,1,400
5,4,"(np.int64(12), np.int64(21), np.int64(28), np.int64(34), np.int64(43))",0.35,0.019138187906968418,-0.0002766676669219703,0.003294314021936255,100.0,1,400
5,5,"(np.int64(12), np.int64(15), np.int64(22), np.int64(32), np.int64(41))",0.2,0.034327572455073674,0.0,0.0012986009618435172,100.0,1,400
5,5,"(np.int64(12), np.int64(15), np.int64(22), np.int64(32), np.int64(41))",0.35,0.05963398104626105,0.0,1.6998216618645868e-05,100.0,1,400
6,0,"(np.int64(6), np.int64(11), np.int64(20), np.int64(30), np.int64(34), np.int64(37))",0.2,0.0023199587846433056,0.0,0.006062487635312903,98.25,8,400
6,0,"(np.int64(6), np.int64(11), np.int64(20), np.int64(30), np.int64(34), np.int64(37))",0.35,0.0013725444444748769,-0.004000518211730475,0.0033067602718270302,97.75,10,400
6,1,"(np.int64(11), np.int64(16), np.int64(30), np.int64(33), np.int64(37), np.int64(42))",0.2,-0.02183740429194303,-0.0023748478240153137,0.0010037131416144923,0.0,401,400
6,1,"(np.int64(11), np.int64(16), np.int64(30), np.int64(33), np.int64(37), np.int64(42))",0.35,-0.016846340607123755,-0.0030268699471159843,0.003524782078750557,3.25,388,400
6,2,"(np.int64(2), np.int64(6), np.int64(13), np.int64(26), np.int64(33), np.int64(35))",0.2,-0.02591873075755957,-0.0020066129316019254,0.004809724830646395,0.0,401,400
6,2,"(np.int64(2), np.int64(6), np.int64(13), np.int64(26), np.int64(33), np.int64(35))",0.35,-0.029964625985156035,-0.005430609865646252,0.0073640707478495986,1.5,395,400
6,3,"(np.int64(0), np.int64(11), np.int64(22), np.int64(32), np.int64(36), np.int64(40))",0.2,-0.020381884482479684,-0.0015295461501773078,0.002426368887088245,1.0,397,400
